studentname,studentname,studentname,studentname,studentname,studentname,studentname,studentname,studentname,studentname,studentname,10thmark,12thmark,cutoff,Annualincome,community,extracurricularinfo,gender,age,numberofprojects,numberofresearchpapers,levelofresearchpapers,competitions,gatescore,grescore,gmatscore,catscore,toeflscore,ieltsscore,leetcodecount,codechefstars,languagesknown,onlinecourses,internship,preferredcountry,preferreddegree,preferredcourse
Joe Wall,S679667,Data Science,B,4th,2026,8/18/2002,"92007 Tiffany Centers Suite 974
Jasonburgh, CO 03289",520.220.5060x42703,bwilliams@example.net,7.63,53,69,98,74313,SC,None,Male,24,8,3,Local,None,23,300,739,74,96,2,79,4,English,Coursera,No,USA,MBA,Software Engineering
Linda Collins DDS,S481597,Data Science,A,2nd,2028,6/17/1994,"78968 John Turnpike Suite 595
Zimmermanshire, DE 07239",679-942-2674,watsonelizabeth@example.net,6.86,60,68,59,84275,ST,Arts,Male,30,8,3,National,Coding Contest,93,282,276,79,40,0,48,5,Spanish,Udacity,No,USA,PhD,AI
Richard Jones,S555081,Electronics,C,3rd,2025,8/18/1997,"165 James Manor
West Crystalmouth, DC 55078",001-964-348-9904,ajohnson@example.net,2.22,97,93,84,78990,General,Music,Other,28,8,2,Local,Quiz,9,332,728,31,20,2,62,4,French,Udacity,No,Australia,M.Tech,Data Science
Breanna Frazier,S679338,Mechanical,C,4th,2028,7/29/2002,"685 Brandon Glens
South Louis, PW 85135",270-365-0001x312,ccraig@example.org,2.39,58,81,66,95348,ST,Arts,Male,20,9,1,International,None,14,304,333,15,61,9,26,4,German,edX,Yes,Canada,MBA,Machine Learning
Rebekah Hale,S841065,Mechanical,B,2nd,2026,6/17/1994,"29033 Maria Plain
West Gary, NJ 29133",-5412,dillonjodi@example.org,3.04,78,56,69,65813,SC,Sports,Other,26,1,4,International,Coding Contest,29,286,752,96,27,5,92,4,English,Coursera,Yes,Canada,MBA,Software Engineering
Austin Hopkins,S322115,Electronics,B,2nd,2028,1/4/2004,"124 Tiffany Fields Suite 850
New James, AR 57534",232.472.3652x8613,gregory52@example.com,7.36,81,95,97,77902,ST,Music,Male,20,0,0,International,Quiz,96,324,389,15,95,0,39,5,Spanish,edX,No,Canada,M.Tech,Software Engineering
Christina Green,S255948,Computer Science,C,3rd,2028,6/25/1998,"USS Middleton
FPO AA 17414",649.461.1658,fgreen@example.net,0.26,57,82,76,55276,SC,Arts,Female,25,0,0,National,None,63,340,412,36,95,6,33,3,German,Udacity,Yes,UK,PhD,Software Engineering
Charles Hill,S515298,Computer Science,C,2nd,2026,2/26/2003,"89551 Gary Fall Suite 321
Myersport, OH 41649",(750)527-0747x95457,qpalmer@example.org,8.62,66,84,95,103596,ST,Arts,Male,27,4,1,Local,Hackathon,69,286,654,74,92,4,27,0,Spanish,None,Yes,Australia,PhD,Machine Learning
Emma Randall,S682559,Computer Science,B,4th,2025,9/12/1997,"305 Linda Loop
West Nicholas, IL 55199",(751)217-5962x552,kimjennifer@example.org,3.8,63,50,58,55701,OBC,Music,Other,23,10,4,National,Hackathon,16,311,763,45,3,4,73,1,French,edX,No,Australia,M.Sc,AI
Emma Heath,S772139,Electronics,B,2nd,2028,1/2/2006,"99278 Sabrina Station
Port Mark, MS 31822",9552478633,vincentfernandez@example.net,2.04,73,85,83,94720,ST,Arts,Other,20,10,5,Local,Hackathon,34,268,654,4,82,9,51,4,French,edX,No,Canada,PhD,Machine Learning
Nancy Cunningham,S408392,Data Science,A,1st,2027,10/15/2001,"80635 Vicki Island Suite 871
Ritabury, MO 36083",(975)386-0836,moraronald@example.com,0.01,83,77,71,58526,OBC,None,Other,28,0,3,National,Coding Contest,10,282,248,71,54,2,84,5,English,edX,No,Canada,MBA,Software Engineering
Arthur Perkins,S309562,Computer Science,A,1st,2026,11/3/1998,"78512 Karen Pike
West Walter, MH 40562",(699)435-6503,holdenclaire@example.net,3.84,69,60,56,107441,General,None,Female,24,3,0,International,Coding Contest,60,267,286,47,76,5,67,0,French,None,Yes,Australia,M.Tech,Machine Learning
David Sandoval,S511846,Data Science,B,4th,2025,6/14/2004,"31724 Julia Extensions Suite 505
East Justin, UT 30231",643-253-9248x426,hfarmer@example.com,4.08,92,100,71,64893,SC,Sports,Other,22,10,3,Local,Hackathon,45,262,492,28,24,7,11,5,Chinese,Coursera,Yes,Australia,M.Sc,Machine Learning
Alyssa Lewis,S416962,Computer Science,B,4th,2025,6/15/1996,"PSC 5934, Box 9340
APO AA 36305",(228)844-2959x653,thomasstephenson@example.com,4.92,73,72,84,104639,SC,Music,Female,29,2,0,Local,None,92,293,538,79,97,8,92,2,Spanish,None,Yes,Australia,MBA,Data Science
Michelle Sanchez,S256016,Mechanical,A,1st,2026,11/28/1998,"USS Gutierrez
FPO AP 44824",632.543.5198,raycarrie@example.com,0.56,78,71,71,46434,General,None,Other,18,10,1,International,Coding Contest,83,271,473,52,49,0,60,5,Chinese,edX,Yes,UK,M.Sc,Machine Learning
Jeremiah Russell,S109664,Computer Science,C,1st,2027,10/14/1994,"442 Rubio Forges
South Phillip, IN 87872",(939)674-6997x61589,hodgeskrystal@example.com,6.89,70,84,69,104166,OBC,Arts,Female,24,6,4,Local,Coding Contest,7,330,726,51,26,5,54,2,Chinese,None,Yes,USA,M.Sc,Data Science
Andrew Bates,S896959,Data Science,B,3rd,2026,8/1/1999,"5832 Stephanie Divide
Andersonview, DC 99811",+1-673-935-5890x2644,whitewilliam@example.net,2.66,100,55,83,118525,ST,Sports,Other,23,6,0,Local,Hackathon,85,283,205,95,8,7,20,3,German,None,No,Canada,MBA,Machine Learning
Richard Brown,S268230,Data Science,A,4th,2026,6/24/2002,"Unit 0185 Box 7259
DPO AP 32937",421.502.8864x465,kristin48@example.com,1.32,55,53,60,39933,General,Sports,Male,27,0,3,National,None,87,317,256,41,88,3,96,1,English,None,No,USA,PhD,Machine Learning
Bruce Callahan,S114931,Mechanical,A,4th,2027,7/31/2001,"PSC 5708, Box 8518
APO AE 80187",5846252635,lindseylloyd@example.com,9.01,84,70,71,98859,SC,Arts,Male,25,4,3,International,None,14,289,565,36,68,7,45,1,Chinese,Udacity,Yes,UK,MBA,Machine Learning
Belinda Navarro,S879615,Electronics,A,1st,2025,5/31/1996,"61729 Freeman Fort
New Stephanie, AL 77018",352-656-5972x800,duartegail@example.net,4.9,50,57,63,99060,SC,None,Other,23,1,3,International,Quiz,93,273,649,18,15,0,86,4,Chinese,Udacity,No,USA,MBA,Machine Learning
Jennifer Blanchard,S263368,Electronics,C,4th,2025,6/30/1998,"030 Michael Overpass
Victorshire, NH 18921",7679736243,marissabarrett@example.net,5.42,61,64,52,102298,SC,Music,Male,26,7,1,Local,None,49,295,684,43,114,1,78,4,German,Coursera,Yes,Canada,MBA,Software Engineering
Kenneth Hunter,S413813,Electronics,C,4th,2025,8/31/1995,"44628 Goodwin Streets Apt. 886
Carpentermouth, WY 36422",801.628.5575,robinsonjessica@example.com,4.95,64,50,75,81128,OBC,Music,Other,21,9,1,International,Quiz,79,298,487,35,83,5,19,3,German,edX,No,Canada,PhD,Software Engineering
Lee Bishop,S957559,Mechanical,A,1st,2027,10/16/2001,"PSC 4721, Box 0684
APO AP 60089",(373)444-2469x1558,jacksoncharles@example.com,8.67,97,72,96,114571,OBC,Sports,Male,23,1,2,Local,None,57,294,596,51,57,5,58,4,French,Udacity,No,Canada,PhD,Software Engineering
Christopher Ramos,S569487,Data Science,C,4th,2028,2/13/1999,"4718 Robert Union
East Nathanberg, WY 63170",500.795.4876,elizabethparker@example.net,8.91,83,93,99,31995,SC,Music,Female,27,10,1,Local,None,68,312,498,93,44,1,1,2,English,edX,No,Australia,PhD,Machine Learning
Troy Pham,S697063,Data Science,C,4th,2026,11/21/1996,"65238 Hood Motorway Apt. 042
East Joseborough, CT 98660",647.452.6342x85920,wardamanda@example.com,3.03,68,87,100,70338,OBC,None,Male,25,8,4,International,Quiz,7,267,496,32,28,5,80,1,French,None,Yes,Germany,MBA,Data Science
Patricia Simmons,S734030,Data Science,A,4th,2025,12/15/2001,"72475 Lance Street Apt. 301
Contrerasland, NC 59751",673-484-9217x66119,vsimmons@example.org,9.85,57,92,89,112913,General,None,Other,27,3,5,International,Hackathon,43,339,373,28,51,6,82,2,Spanish,Udacity,No,Germany,M.Sc,Data Science
Jerry Diaz,S576701,Electronics,C,3rd,2026,12/10/1998,"930 Alexis Ranch Apt. 020
Blankenshipland, NY 05304",001-555-944-8824x239,kathleen48@example.net,6.67,86,90,83,78530,General,Arts,Male,22,10,5,International,Coding Contest,41,295,382,54,82,4,96,3,German,Coursera,Yes,Canada,M.Tech,Software Engineering
Carla Thomas,S273131,Data Science,A,4th,2025,12/31/1993,"0979 Barry Extensions
South Johnside, FL 82789",001-879-740-0769x875,olewis@example.org,0.99,69,85,56,96002,General,Music,Female,21,3,2,National,None,83,311,256,10,105,8,9,1,Chinese,Udacity,No,UK,M.Tech,Data Science
Rhonda Avila,S477284,Electronics,C,1st,2028,2/21/2005,"Unit 0310 Box 0007
DPO AA 01491",(353)608-7398,maustin@example.org,7.56,55,76,53,81054,OBC,None,Male,30,6,4,National,Quiz,3,273,463,79,3,3,35,1,German,edX,Yes,Canada,MBA,Machine Learning
Amanda Powers,S845721,Computer Science,A,2nd,2026,1/20/2005,"0519 Sharon Place Apt. 001
South Gloriaburgh, VA 78323",001-874-899-5156x5016,carsonnathaniel@example.net,0.29,56,64,56,42475,SC,Music,Male,20,7,1,National,None,96,296,550,21,117,3,40,3,German,edX,Yes,UK,M.Tech,AI
Kayla Sutton,S676937,Data Science,A,1st,2028,9/21/1998,"4873 Crystal Mills
South Jennifer, AR 74271",001-616-614-9141x94185,ykent@example.org,4.33,97,64,54,101398,OBC,Sports,Other,29,5,1,Local,Hackathon,30,263,685,68,52,2,62,1,Spanish,edX,No,Australia,MBA,AI
Marie Fox,S528078,Electronics,C,4th,2026,12/6/2004,"25603 Patton Common
Reidfort, AZ 01441",912.374.6860x841,mmiller@example.com,5.6,92,83,73,52742,SC,Arts,Female,25,6,4,International,Quiz,80,301,455,7,24,7,92,0,Chinese,edX,No,Germany,PhD,Software Engineering
Adam Barker,S872670,Mechanical,C,4th,2027,6/3/2001,"3589 Levy Squares Suite 322
Port Williamborough, LA 63795",804-599-5036x647,johnny22@example.net,9.21,50,87,68,114975,ST,Music,Other,29,5,2,National,Coding Contest,69,272,683,87,21,9,94,0,English,None,Yes,UK,M.Tech,AI
Rodney Lynn,S520592,Electronics,C,4th,2027,9/22/1996,"9129 Yolanda Unions Apt. 441
Karenfurt, ND 46797",(244)664-6032x39848,rbrewer@example.org,1.61,54,67,69,62175,SC,Music,Other,21,0,4,National,None,94,283,403,72,104,1,97,1,English,Udacity,No,Canada,M.Sc,AI
Judy Armstrong,S871738,Electronics,C,2nd,2027,1/18/2004,"4204 Gray Course
East Angela, VI 58114",308.866.6889x35961,heatherhoward@example.org,9.27,61,51,69,73463,General,Sports,Male,19,5,3,International,None,38,262,499,42,43,0,38,1,Spanish,Coursera,Yes,USA,PhD,Data Science
Kara Crosby,S887234,Computer Science,B,4th,2028,11/3/1993,"50046 David Ports
Port Jason, WI 47157",+1-395-711-5857x603,jason77@example.com,2.7,65,69,95,105782,General,Sports,Other,29,2,2,International,Coding Contest,58,288,526,74,93,0,26,5,English,Udacity,Yes,UK,M.Sc,AI
Blake Carpenter,S546273,Electronics,C,4th,2028,5/5/1999,"638 Robin Harbors Suite 780
Pamelaside, NE 78309",(362)482-9761x217,simmonsmathew@example.org,7.01,70,79,68,53904,ST,Arts,Other,31,6,3,Local,Quiz,96,308,360,72,9,9,6,0,German,edX,Yes,Australia,MBA,Software Engineering
Renee Johnson,S503127,Data Science,B,3rd,2025,2/3/2001,"4456 Williams Keys
Jeanettetown, ND 73685",620-664-1005x040,julia46@example.net,3.84,64,69,56,37099,ST,Music,Female,19,0,0,Local,Coding Contest,34,280,787,18,86,3,16,5,French,Coursera,Yes,Germany,M.Tech,Machine Learning
Rachel Mcbride,S129683,Computer Science,A,3rd,2027,3/10/1994,"75558 Carter Rapids
Leeberg, AS 00795",-7708,igarcia@example.org,0.03,66,85,61,59106,SC,None,Female,25,5,4,International,Hackathon,47,320,263,87,25,4,23,5,Spanish,Udacity,No,Australia,MBA,Software Engineering
Catherine Pace,S379653,Mechanical,A,4th,2028,12/15/1999,"05024 Bruce Knoll
North Julieland, UT 83774",(735)684-3962x5470,michaelle@example.org,4.51,54,100,57,80302,ST,Sports,Female,18,0,3,International,Quiz,87,273,622,70,110,5,81,3,French,None,No,Germany,M.Tech,Machine Learning
Linda Johnson,S194367,Computer Science,B,4th,2028,12/1/1998,"634 Candice Viaduct Apt. 127
Williamland, UT 97967",752.802.1550,melissa97@example.com,7.48,97,61,74,49269,ST,Music,Other,20,4,0,International,Hackathon,70,330,374,18,18,4,13,0,German,Udacity,Yes,USA,MBA,Data Science
Lisa Mitchell,S315588,Data Science,C,4th,2025,10/1/2002,"957 Robert Avenue
East Nathanfort, MN 30345",394.244.0604x205,jlloyd@example.net,0.76,73,63,57,108365,ST,None,Other,30,9,5,Local,Coding Contest,91,288,660,98,45,8,80,1,French,edX,No,USA,MBA,AI
Thomas Pitts,S618598,Data Science,B,1st,2028,1/24/2001,"USS Franklin
FPO AE 38213",813-539-3166x17494,phatfield@example.com,2.83,71,78,64,69645,OBC,Arts,Other,21,9,1,Local,Quiz,19,290,233,26,42,0,11,5,Spanish,Coursera,No,Australia,PhD,AI
Justin Wright,S792884,Mechanical,C,1st,2025,9/29/2001,"38225 Hanson Falls
Nicoleport, AZ 34984",(496)419-5171x515,xavier30@example.net,3.04,58,59,58,40157,ST,None,Other,28,8,5,Local,Hackathon,91,322,743,36,81,6,31,3,Chinese,Coursera,Yes,Canada,PhD,Data Science
Eileen Zuniga,S748292,Electronics,B,4th,2025,4/25/2005,"4559 Jennifer Brooks Apt. 346
North Laura, CT 99875",(858)914-3585,bholmes@example.org,7.68,90,55,51,92251,ST,Music,Female,23,4,5,International,Coding Contest,80,321,392,29,14,4,55,3,French,None,No,Australia,M.Tech,Data Science
Jason Carter,S943671,Data Science,B,4th,2026,4/13/1995,"11644 Lisa Fields
West Elizabeth, KS 24031",(796)296-5856x651,tracyhorton@example.org,1.02,53,55,64,119654,OBC,Arts,Male,30,2,2,International,Coding Contest,69,302,481,43,74,6,89,3,Chinese,Udacity,Yes,USA,M.Sc,Machine Learning
Kristin Miller,S299441,Data Science,C,3rd,2028,8/3/2005,"41884 Mays Square
Aguilarfurt, KS 91489",001-512-771-3563x975,evelyn55@example.net,5.52,70,81,86,93697,SC,Music,Female,29,0,3,International,Coding Contest,27,290,779,47,62,0,16,0,English,edX,No,Canada,M.Sc,Software Engineering
Phillip Nielsen,S771432,Computer Science,A,2nd,2028,6/18/1998,"46335 Kristi Neck
Sharihaven, ID 06734",+1-492-774-7550x6370,christopher16@example.com,5.7,53,55,68,80596,OBC,Sports,Other,24,7,1,Local,Coding Contest,5,337,573,14,9,8,75,4,French,Coursera,No,Australia,M.Tech,Software Engineering
William Jackson,S400070,Computer Science,B,3rd,2026,3/3/1997,"11984 Washington Lights Apt. 677
Lake Samanthamouth, PR 85299",-9012,smithmaria@example.com,9.5,76,88,73,80149,SC,None,Male,25,9,1,International,Coding Contest,40,267,789,1,107,7,22,2,Chinese,edX,No,UK,PhD,Software Engineering
Marc Braun,S196877,Computer Science,A,3rd,2027,4/5/1994,"313 Donald Underpass
Callahanshire, WY 31580",(250)687-0213x8271,xlang@example.com,6.94,64,51,80,34538,General,Arts,Female,23,9,5,Local,Coding Contest,44,283,446,25,68,6,25,5,Spanish,edX,Yes,Canada,M.Tech,Data Science
Lynn Hamilton,S269153,Data Science,A,2nd,2027,11/30/1994,"91177 Ball Ridge Apt. 268
North Carlburgh, NE 28760",243.274.3594,frich@example.org,0.63,54,63,81,118108,General,None,Male,28,0,0,National,Quiz,72,263,767,6,109,8,62,5,Chinese,Coursera,Yes,UK,PhD,Software Engineering
Haley Harrison,S718798,Computer Science,B,1st,2026,2/4/1995,"8298 Wilson Ports Apt. 997
Thomasmouth, AK 30821",001-289-671-1503x479,john97@example.org,7.45,94,73,85,53807,ST,Sports,Female,23,5,1,National,Coding Contest,55,272,692,74,63,9,47,4,Spanish,edX,Yes,Canada,MBA,Machine Learning
Janet Williams,S163824,Mechanical,B,2nd,2027,3/11/1995,"6276 Anthony Underpass Apt. 742
Butlermouth, VA 61779",668-237-0535,ryanpaul@example.net,5.01,73,96,55,51484,General,Music,Female,22,5,5,International,Quiz,54,322,430,69,113,6,45,0,English,edX,No,Germany,M.Sc,Software Engineering
Courtney Brown,S639511,Mechanical,B,1st,2028,2/15/1997,"417 Thomas Plains Suite 499
East Amyport, OH 19229",+1-315-663-3338x5153,paulwhite@example.net,7.45,58,95,60,97236,General,Sports,Male,27,3,3,Local,Hackathon,11,304,772,75,105,7,0,5,English,None,Yes,UK,M.Tech,Data Science
Lisa Hall,S476752,Computer Science,C,2nd,2027,2/11/2002,"13943 Renee Wall
Harrishaven, CO 33851",001-465-700-1504,andrewhoward@example.com,5.51,72,86,64,48116,ST,Music,Female,19,6,5,National,Coding Contest,24,308,284,98,120,7,71,0,Chinese,Coursera,Yes,Germany,M.Sc,Data Science
Christina White,S272590,Mechanical,C,3rd,2028,7/8/2003,"6245 Jerry Parkway Suite 121
Thomasfort, IL 44204",367.584.2719x27407,taylormccoy@example.com,1.58,77,75,80,103678,OBC,Sports,Male,23,1,4,International,Hackathon,6,285,706,99,80,7,20,3,Spanish,edX,No,USA,M.Tech,Software Engineering
Christina Young,S604049,Computer Science,C,4th,2025,5/24/1998,"40664 Barrett Unions
Hughesberg, AK 88645",(845)740-0391x659,rcrosby@example.com,4.83,86,93,99,65375,ST,Sports,Male,20,1,3,Local,Quiz,18,277,544,55,99,6,43,2,German,None,Yes,Germany,MBA,Data Science
Annette Santana,S853654,Data Science,C,1st,2026,11/16/2002,"0351 Roberts Parkways
Anitatown, LA 29671",+1-249-322-3803x88820,vazqueznicole@example.com,1.19,58,66,60,32987,ST,Arts,Female,25,5,5,National,Hackathon,63,325,246,30,71,9,49,0,French,edX,No,Germany,PhD,Data Science
Justin Estrada,S997977,Electronics,B,1st,2028,2/10/1995,"1943 Jeremy Crossroad Suite 865
Scottstad, FL 86289",+1-675-776-6794x7783,mark31@example.net,7.48,72,59,64,78525,General,Music,Other,22,0,3,International,Coding Contest,67,294,485,23,90,3,64,4,French,edX,Yes,Australia,MBA,Data Science
Jane Contreras,S102729,Computer Science,B,1st,2026,3/2/2005,"882 Nelson Crest Apt. 657
New Anne, CO 10927",8327129631,cwood@example.org,0.51,66,51,78,103059,SC,None,Male,21,0,4,International,Quiz,54,260,435,63,98,7,53,0,Chinese,Coursera,Yes,Germany,M.Tech,AI
Nathan Woods,S410850,Electronics,C,3rd,2026,7/5/2000,"80624 Allen Harbor Suite 209
New Rebecca, NE 06163",+1-922-298-1900x5672,hhawkins@example.net,9.51,72,83,97,110631,ST,Music,Female,24,8,2,International,Quiz,80,307,716,51,120,6,40,3,Chinese,Coursera,No,USA,MBA,Machine Learning
Melissa Wood,S240279,Mechanical,B,3rd,2027,11/13/1994,"8449 Monica Locks Apt. 462
North Cherylhaven, OR 84866",771.561.2199x190,katelynkelly@example.com,6.75,73,57,86,70232,OBC,Music,Male,30,10,5,Local,Hackathon,23,314,632,47,83,9,24,1,French,None,Yes,Canada,M.Sc,Software Engineering
Kathleen Ibarra,S351179,Computer Science,C,1st,2025,2/16/2002,"654 Donald Harbor
North Kyleburgh, DE 27910",926-833-6200,jennifermorgan@example.org,8.6,93,89,51,115347,SC,Sports,Male,20,6,5,Local,Coding Contest,44,340,239,5,33,4,94,0,French,Udacity,Yes,Australia,PhD,Data Science
Edward Archer,S451080,Computer Science,B,2nd,2028,1/16/1997,"178 Donald Isle Suite 340
New Bethanytown, VA 75076",+1-319-681-3923x5703,uschneider@example.org,4.99,60,70,54,86892,ST,None,Male,27,2,4,National,Hackathon,22,276,475,5,28,0,28,5,French,Coursera,Yes,Canada,M.Sc,AI
Amy Howard,S171647,Computer Science,A,3rd,2027,9/25/2000,"1202 Vaughn Islands
Port Beverly, MT 04602",493.953.9732,charlesjarvis@example.net,3.7,58,95,72,113006,General,Sports,Female,30,1,2,International,Quiz,98,274,764,42,81,4,99,5,Spanish,None,Yes,UK,PhD,Software Engineering
Nicholas Smith,S789548,Computer Science,C,2nd,2025,3/23/2006,"4627 Mccormick Freeway Suite 712
Lake Catherineborough, PW 81806",001-613-718-5548x06987,youngsheila@example.com,4.73,72,96,69,80319,OBC,Sports,Male,21,7,5,International,Quiz,72,285,700,3,80,1,17,4,French,Coursera,No,Canada,MBA,Data Science
Rebecca Dickerson,S993508,Mechanical,A,4th,2026,8/13/1998,"165 Nicholas Prairie Apt. 894
New Joel, WV 60362",(947)727-5386x99647,caseychristine@example.net,8.37,87,50,67,86703,General,Music,Female,30,10,0,Local,None,94,291,292,70,66,1,13,0,Spanish,Udacity,No,USA,M.Sc,Machine Learning
Tracy Rush,S407780,Electronics,B,3rd,2027,7/5/2005,"77704 Fletcher Squares Suite 085
Youngfurt, TN 48079",001-879-426-2494,byrdconnor@example.com,5.67,83,53,78,39594,General,Sports,Female,28,9,0,Local,Hackathon,58,279,225,26,46,5,23,4,Chinese,Udacity,Yes,Australia,PhD,Software Engineering
Amy Meyer,S141009,Computer Science,A,4th,2027,10/12/2002,"8241 Sloan Extension Suite 634
Jeffreyberg, OR 30146",+1-411-698-0184x1531,lisa64@example.net,9.3,72,97,61,105101,General,Music,Male,26,3,2,Local,None,73,260,782,13,51,3,78,3,Chinese,Udacity,Yes,Australia,M.Sc,Software Engineering
Lucas Perry,S553746,Mechanical,B,4th,2028,4/21/2001,"PSC 5838, Box 8185
APO AE 69018",462.447.6138,mackenziepacheco@example.net,2.67,95,50,99,83667,ST,Arts,Male,21,1,1,Local,Coding Contest,36,313,609,89,103,8,34,1,French,edX,No,USA,M.Tech,Data Science
Karl Haynes,S627351,Electronics,C,4th,2025,12/1/1996,"732 Davis Flats Apt. 272
Christinemouth, ME 03143",358.360.1015x41453,nealbrandon@example.org,5.76,67,82,54,62356,OBC,None,Female,22,3,5,National,Quiz,53,318,416,65,20,3,82,4,German,Coursera,Yes,USA,PhD,Software Engineering
Jacqueline Smith,S483669,Computer Science,B,2nd,2026,4/9/2004,"51501 Anthony Mountain Apt. 341
Port Candicemouth, TN 93110",(878)513-6531x151,kendra85@example.org,3.72,83,85,83,110655,ST,Music,Other,20,7,3,Local,Quiz,19,292,469,64,89,9,97,3,French,edX,Yes,USA,M.Sc,AI
Deborah Frederick,S283434,Electronics,C,3rd,2027,10/9/2000,"811 James Ridges
South Angela, WY 60418",-4940,ygarner@example.com,7.54,88,100,50,32787,General,Sports,Other,28,6,0,National,Coding Contest,26,325,218,56,77,4,94,4,German,None,No,Canada,MBA,Machine Learning
Fernando Carroll,S302550,Computer Science,A,3rd,2028,8/1/2000,"938 Barnett Summit
South Sandraborough, MO 65363",693-912-8169x2998,todd82@example.com,5.7,80,62,67,102753,OBC,Music,Other,25,1,5,National,None,13,307,460,32,12,2,9,3,Spanish,Coursera,No,USA,M.Tech,Machine Learning
Brian Butler,S239962,Data Science,A,4th,2026,5/31/2004,"78548 Garcia Station Apt. 078
Port Benjamin, PR 78458",5836246060,jeffweaver@example.org,8.58,66,58,66,62441,SC,None,Male,27,6,5,Local,Hackathon,9,267,266,17,77,3,54,5,Chinese,Udacity,Yes,UK,MBA,AI
Matthew Rivera,S794403,Electronics,A,3rd,2027,6/7/2004,"506 Mark Dale Apt. 938
Livingstonton, RI 21407",001-363-225-1074x43858,ruthschmidt@example.org,3.87,97,69,68,32954,SC,Sports,Other,28,8,1,National,Hackathon,47,289,731,51,38,8,0,3,French,edX,No,USA,MBA,Software Engineering
